Project,Date,Year,Se,Treatment,El,Plot,Hor,BIOC,RESPC,BION,NO3,NH4,NIT,MIN,DEA,H2O,pH
Calcium,1995-10-19,1995,F,BearBrook,L,LT165,Min,952.54,21.09,78.64,0.47,2.7,0.47,0.82,89.64,0.31,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,L,LT169,Min,208.44,4.81,22.05,0.92,1.24,0.28,0.41,4.31,0.19,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,L,LT164,Oa/A,4280.61,267.36,115.46,0,39.28,0.05,6.3,171.8,0.63,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,L,LT169,Oa/A,5868.51,222.21,597.66,40.75,76.46,11.47,14.18,1390.06,0.65,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,L,LT173,Oa/A,4933.44,88.48,385.03,0.95,25.16,1.99,3.75,708.89,0.58,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,L,LT162,Oi/Oe,6723.78,407.49,446.54,0,68.53,-0.01,6.18,466.06,0.59,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,L,LT164,Oi/Oe,9449.65,784.29,533.74,0,124.45,0,20.8,170.95,0.76,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,L,LT165,Oi/Oe,8883.78,568.82,516.23,0,100.7,0.31,9.83,379.87,0.67,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,L,LT169,Oi/Oe,12749.52,966.02,1001.76,26.25,475.02,13.98,60.4,397.3,0.75,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,L,LT173,Oi/Oe,7960.72,598.05,685.18,0,67.92,1.27,21.66,795.17,0.71,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT144,Min,978.04,15.53,101.29,4.11,2.16,1.1,1.3,40.88,0.29,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT133,Min,658.33,13.77,72.76,1.88,1.7,0.78,0.85,21.48,0.4,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT141,Min,829.84,21.76,81.62,2.44,1.56,0.85,1.19,72.24,0.35,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT148,Min,954.41,33.33,108.07,2.31,3.06,1.19,1.35,184.78,0.42,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT153,Min,418.67,17.41,47.63,0.49,2.13,0.36,0.49,19.45,0.24,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT144,Oa/A,3115.43,91.36,296.63,11.57,5.08,5.32,5.84,754.12,0.43,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT133,Oa/A,4762.14,109.17,438.81,8.17,14.6,5.47,6.27,1358.32,0.69,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT141,Oa/A,3012.14,127.96,217.2,15.28,9.26,6.76,7.83,1209.43,0.52,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT148,Oa/A,4979.44,173.1,469.3,15.9,32.59,8.98,9.9,3867.89,0.67,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT153,Oa/A,2598.85,108.44,310.72,7.46,18.83,5.1,8.42,915.08,0.55,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT144,Oi/Oe,6963.24,691.33,715.36,39.64,44.84,23.87,34.49,2668.58,0.66,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT133,Oi/Oe,10315.92,210.23,656.8,0.15,75.73,0.68,26.67,1967.92,0.73,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT141,Oi/Oe,5747.78,795.44,246.42,43.93,113.72,17.59,38.61,1190.37,0.65,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT148,Oi/Oe,7585.74,509,711.55,31.21,71.78,23.51,30.31,1571.71,0.71,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,M,LT153,Oi/Oe,9979.64,-9999.99,766,1.67,137.81,2.97,-9.99,854.63,0.71,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,U,LT121,Min,578.5,13.08,44.27,0.4,1.45,0.38,0.37,96.63,0.3,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,U,LT124,Min,172.08,3.44,14.61,0.3,1.67,0.18,0.17,1.4,0.19,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,U,LT129,Min,1468.8,24.04,102.18,2.4,1.68,1.01,1.46,149.64,0.41,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,U,LT121,Oa/A,5895.66,62.66,326.07,1.03,8.45,3.25,3.75,716.64,0.58,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,U,LT124,Oa/A,4613.98,84.02,346.82,11.63,14.85,6.83,6.25,1640.23,0.64,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,U,LT129,Oa/A,4539.67,82.83,484.76,10.61,13.87,7.18,7.56,1483.12,0.66,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,U,LT121,Oi/Oe,11504.18,204.73,591.61,-0.12,110.37,2.79,4.64,769.63,0.72,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,U,LT124,Oi/Oe,11297.97,284.75,647.38,29.83,129.47,11.41,31.42,746.58,0.72,-9999.99
Calcium,1995-10-19,1995,F,BearBrook,U,LT129,Oi/Oe,11458.56,216.2,766,8.29,58.54,9.53,29.35,3302.04,0.72,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,H,LT104,Min,917.77,11.4,51.9,-9999.99,-9999.99,-9999.99,-9999.99,58.37,0.33,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,H,LT107,Min,4414.69,40.6,153.78,-9999.99,-9999.99,-9999.99,-9999.99,395.21,0.45,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,H,LT110,Min,1264.81,8.68,125.48,-9999.99,-9999.99,-9999.99,-9999.99,402.05,0.44,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,H,LT114,Min,1681.4,28.29,61.84,-9999.99,-9999.99,-9999.99,-9999.99,103.41,0.33,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,H,LT104,Oa/A,3363.36,71.81,154.41,-9999.99,-9999.99,-9999.99,-9999.99,1167.36,0.46,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,H,LT107,Oa/A,6452.81,87.79,256.77,-9999.99,-9999.99,-9999.99,-9999.99,1084.1,0.52,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,H,LT110,Oa/A,7371.31,174.4,373.43,-9999.99,-9999.99,-9999.99,-9999.99,4001.17,0.57,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,H,LT114,Oa/A,4544.01,159.6,249.37,-9999.99,-9999.99,-9999.99,-9999.99,2062.7,0.56,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,H,LT104,Oi/Oe,7509.99,309.62,765.54,-9999.99,-9999.99,-9999.99,-9999.99,3933.01,0.67,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,H,LT107,Oi/Oe,3225.34,127.88,793.29,-9999.99,-9999.99,-9999.99,-9999.99,5687.61,0.69,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,H,LT110,Oi/Oe,11104.51,384.12,936.2,-9999.99,-9999.99,-9999.99,-9999.99,5022.62,0.72,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,H,LT114,Oi/Oe,4194.52,112.92,1046.98,-9999.99,-9999.99,-9999.99,-9999.99,3065.94,0.75,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,L,LT163,Min,1155.6,19.04,37.77,-9999.99,-9999.99,-9999.99,-9999.99,8.48,0.19,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,L,LT168,Min,865.41,13.26,28.12,-9999.99,-9999.99,-9999.99,-9999.99,4.51,0.28,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,L,LT172,Min,952.75,67.16,52.88,-9999.99,-9999.99,-9999.99,-9999.99,18.81,0.26,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,L,LT174,Min,670.42,14.35,31.77,-9999.99,-9999.99,-9999.99,-9999.99,0,0.16,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,L,LT163,Oa/A,4316.35,77.23,599.77,-9999.99,-9999.99,-9999.99,-9999.99,424.34,0.74,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,L,LT168,Oa/A,5776.93,97.91,515.5,-9999.99,-9999.99,-9999.99,-9999.99,1131.97,0.76,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,L,LT172,Oa/A,4068.44,151.75,537,-9999.99,-9999.99,-9999.99,-9999.99,735.27,0.64,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,L,LT174,Oa/A,5695.02,123.93,572.94,-9999.99,-9999.99,-9999.99,-9999.99,871.33,0.69,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,L,LT163,Oi/Oe,6230.56,287,852.04,-9999.99,-9999.99,-9999.99,-9999.99,172.41,0.75,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,L,LT168,Oi/Oe,13008.07,427.57,1359.48,-9999.99,-9999.99,-9999.99,-9999.99,1527.7,0.8,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,L,LT172,Oi/Oe,11530.91,16.54,1157.78,-9999.99,-9999.99,-9999.99,-9999.99,1109.57,0.77,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,L,LT174,Oi/Oe,10556.61,407.17,1099.57,-9999.99,-9999.99,-9999.99,-9999.99,1766.62,0.73,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,M,LT142,Min,914.64,11.53,103.35,-9999.99,-9999.99,-9999.99,-9999.99,76.69,0.34,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,M,LT147,Min,2634.17,39.56,134.29,-9999.99,-9999.99,-9999.99,-9999.99,207.98,0.38,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,M,LT152,Min,432.91,10.32,69.03,-9999.99,-9999.99,-9999.99,-9999.99,32.49,0.33,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,M,LT154,Min,2555.91,23.47,74.88,-9999.99,-9999.99,-9999.99,-9999.99,36.06,0.32,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,M,LT142,Oa/A,4386.61,51.52,574.06,-9999.99,-9999.99,-9999.99,-9999.99,1865.05,0.55,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,M,LT147,Oa/A,6179.27,26.52,341.19,-9999.99,-9999.99,-9999.99,-9999.99,772.23,0.53,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,M,LT152,Oa/A,2321.32,43.87,269.04,-9999.99,-9999.99,-9999.99,-9999.99,1249.67,0.54,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,M,LT154,Oa/A,5943.52,39.27,210.69,-9999.99,-9999.99,-9999.99,-9999.99,772.11,0.38,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,M,LT142,Oi/Oe,2083.43,239.3,383.62,-9999.99,-9999.99,-9999.99,-9999.99,3933.26,0.74,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,M,LT147,Oi/Oe,9721.59,305.39,845.01,-9999.99,-9999.99,-9999.99,-9999.99,3186.02,0.72,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,M,LT152,Oi/Oe,9122.78,213.64,969.26,-9999.99,-9999.99,-9999.99,-9999.99,4435.28,0.74,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,M,LT154,Oi/Oe,6022.52,277,1067.86,-9999.99,-9999.99,-9999.99,-9999.99,2773.8,0.75,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,U,LT127,Min,1619.12,30.53,108.7,-9999.99,-9999.99,-9999.99,-9999.99,120.26,0.46,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,U,LT128,Min,2088.3,32.69,74.83,-9999.99,-9999.99,-9999.99,-9999.99,123.01,0.35,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,U,LT131,Min,1288.26,20.93,87.11,-9999.99,-9999.99,-9999.99,-9999.99,90.9,0.35,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,U,LT132,Min,4241.09,20.65,298.09,-9999.99,-9999.99,-9999.99,-9999.99,125.89,0.37,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,U,LT127,Oa/A,4142.68,94.98,478.97,-9999.99,-9999.99,-9999.99,-9999.99,835.18,0.68,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,U,LT128,Oa/A,4295.59,70.87,200.72,-9999.99,-9999.99,-9999.99,-9999.99,1063.85,0.53,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,U,LT131,Oa/A,3612.11,71.68,295.49,-9999.99,-9999.99,-9999.99,-9999.99,451.77,0.49,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,U,LT132,Oa/A,6571.43,113.24,392.93,-9999.99,-9999.99,-9999.99,-9999.99,1088.37,0.63,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,U,LT127,Oi/Oe,8350.5,176.81,778.2,-9999.99,-9999.99,-9999.99,-9999.99,1486.88,0.72,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,U,LT128,Oi/Oe,3507.89,181.88,827.18,-9999.99,-9999.99,-9999.99,-9999.99,5080.47,0.7,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,U,LT131,Oi/Oe,4026.75,60.84,797.47,-9999.99,-9999.99,-9999.99,-9999.99,1249.96,0.7,-9999.99
Calcium,1996-05-14,1996,SP,BearBrook,U,LT132,Oi/Oe,7464.34,423.11,1040.57,-9999.99,-9999.99,-9999.99,-9999.99,1209.2,0.72,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,H,LT104,Min,819.85,14.04,75.14,2.88,41.4,2.03,-1.37,475.95,0.34,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,H,LT107,Min,5641.77,111.13,242.61,11.17,2.09,4.41,4.53,1651.71,0.49,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,H,LT110,Min,1545.57,30.88,212.1,7.86,2.03,3.17,3.37,1379.5,0.54,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,H,LT114,Min,1715.45,36.34,108.69,6.65,1.44,1.56,3.33,250.56,0.4,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,H,LT104,Oa/A,6051.59,138.49,425.64,28.91,4.84,10.64,19.7,8262.81,0.59,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,H,LT107,Oa/A,7915.99,58.66,389.52,20.78,3.75,11.47,12.04,3232.12,0.59,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,H,LT110,Oa/A,6568.51,179.89,488.36,31.26,5.64,18.37,22.05,9217.5,0.68,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,H,LT114,Oa/A,3321.94,132.35,272.7,15.71,4.63,5.66,12.49,3377.16,0.57,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,H,LT104,Oi/Oe,6311.02,274.39,1184.33,8.78,124.21,6.26,74.23,7373.08,0.76,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,H,LT107,Oi/Oe,2639.43,228.07,843.92,11.95,88.96,11.99,51.65,8219.51,0.73,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,H,LT110,Oi/Oe,10540.49,324.95,496.54,11.88,69.16,9.08,56.06,5482.42,0.78,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,H,LT114,Oi/Oe,3475.39,169.85,804.9,4.95,46.14,3.39,43.77,5685.61,0.77,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,L,LT163,Min,1007.76,27.67,53.37,0.14,3.08,-9999.99,-9999.99,67.03,-9999.99,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,L,LT168,Min,1068.24,125.06,34.48,2.53,1.74,0.59,0.71,146.12,0.28,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,L,LT172,Min,733.95,56.48,42.95,0.46,3.01,1.04,45.87,22.04,0.33,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,L,LT174,Min,1643.09,34.28,86.94,2.8,6.06,1.12,1.38,156.65,0.32,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,L,LT163,Oa/A,3996.3,86.4,561.36,0.36,14.46,0.05,6.14,973.31,0.73,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,L,LT168,Oa/A,7199.18,245.01,578.54,23.74,24.01,12.32,19.08,3064.85,0.72,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,L,LT172,Oa/A,3658.71,2.38,474.01,3.85,12.79,1.58,4.64,1361.88,0.67,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,L,LT174,Oa/A,6110.18,136.92,542.53,1.38,8.14,8.26,17.37,621.36,0.74,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,L,LT163,Oi/Oe,7850.71,173.28,754.64,0.65,22.22,0.05,23.36,614.03,0.73,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,L,LT168,Oi/Oe,17667.4,471.14,1085.17,6.62,145.13,1.87,62.8,1496.39,0.78,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,L,LT172,Oi/Oe,14347.52,220.47,1016.99,0.28,103.03,0.23,59.45,414.84,0.75,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,L,LT174,Oi/Oe,12613.38,229.07,1159.21,0.27,72.04,0.28,76.85,522.28,0.79,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,M,LT142,Min,857.21,25.44,93.46,8.98,2.6,1.7,2.03,355.17,0.3,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,M,LT147,Min,1901.58,9.15,111.02,7.14,3.16,1.69,1.73,172.28,0.39,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,M,LT152,Min,1013.23,13.24,95.39,4.03,3.5,1.57,1.59,257.02,0.41,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,M,LT154,Min,2874.23,61.25,111.95,12.01,2.53,2.18,2.47,503.05,0.32,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,M,LT142,Oa/A,2783.79,34.18,372.68,40.88,6.42,8.19,10.63,1961.04,0.54,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,M,LT147,Oa/A,8534.99,106.53,547.01,71.34,10.39,14.12,20.22,2806.97,0.62,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,M,LT152,Oa/A,3518.73,61.99,502.68,52.08,17.28,13.83,24.21,2403.22,0.59,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,M,LT154,Oa/A,6221.52,137.53,277.3,35.17,6.45,6.49,8.88,2828.83,0.46,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,M,LT142,Oi/Oe,8111.09,271.1,1097.18,56.65,304.97,19.85,71.13,2305.43,0.77,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,M,LT147,Oi/Oe,11375.51,174.09,1151.77,16.38,201.39,5.52,58.72,2900.05,0.79,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,M,LT152,Oi/Oe,6132.5,219.87,853.52,33.75,102.32,10.54,48.45,2469.21,0.7,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,M,LT154,Oi/Oe,10720.6,320.17,995.34,23.2,203.48,6.35,47.15,2732.19,0.78,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,U,LT127,Min,1286.3,27.36,109.11,1.74,6.43,0.88,2.96,210.98,0.45,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,U,LT128,Min,1567.7,33.29,101.98,6.83,2.46,2.83,2.95,148.65,0.4,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,U,LT131,Min,1710.57,21.61,227.86,5.2,4.31,3.63,4.09,272.12,0.56,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,U,LT132,Min,1079,23.43,71.79,1.16,4.4,1.32,2.46,162.91,0.42,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,U,LT127,Oa/A,5084.04,143.05,648.51,27.24,22,12.5,25.56,2645.66,0.74,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,U,LT128,Oa/A,4562.58,121.87,285.67,29.57,6.88,9.71,11.97,-9999.99,0.57,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,U,LT131,Oa/A,2725.1,85.21,525.97,20.46,19.34,10.49,21.88,298.79,0.72,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,U,LT132,Oa/A,2720.76,211.01,637.82,6.17,29.07,3.31,32.38,1330.03,0.79,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,U,LT127,Oi/Oe,7760.56,246.37,834.82,4.43,83.33,2.21,51.07,805.12,0.75,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,U,LT128,Oi/Oe,2846.99,168.54,913.97,43.01,96.85,24.87,67.39,4494.69,0.73,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,U,LT131,Oi/Oe,2546.37,106.89,581.61,1.06,41.5,0.34,26.43,1603.25,0.75,-9999.99
Calcium,1996-07-31,1996,SU,BearBrook,U,LT132,Oi/Oe,11655.95,202.58,806.48,0.3,61.94,0.12,50.72,1027.11,0.78,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,H,LT104,Min,534.31,10.86,108.66,1.66,1.42,1.23,1.46,72.14,0.36,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,H,LT107,Min,2678.75,28.9,75.42,5.5,2.57,0.36,0.49,34.86,0.4,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,H,LT110,Min,1089.12,5.3,113.36,4.84,2.14,0.62,0.73,125.31,0.57,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,H,LT114,Min,887.27,17.33,45.53,2.62,1.09,0.47,0.97,24,0.28,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,H,LT104,Oa/A,1809.73,54.63,251.77,5.68,1.94,6.18,7.09,166.81,0.32,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,H,LT107,Oa/A,5690.12,110.09,465.01,29.57,4.38,6.95,7.61,1577.94,0.63,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,H,LT110,Oa/A,6384.59,83,327.32,16.5,3.62,4.83,5.31,1563.49,0.59,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,H,LT114,Oa/A,3977.03,81.84,316.67,14.68,5.13,5.86,7.53,756.39,0.49,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,H,LT104,Oi/Oe,11931.26,305.33,633.19,8.3,38.87,10.24,29.14,2926.96,0.6,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,H,LT107,Oi/Oe,5577.29,161.07,941.67,28.1,30.24,14.95,45.31,2342.17,0.71,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,H,LT110,Oi/Oe,12862.96,427,792.81,8.28,36.23,9.5,37.03,2334.89,0.69,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,H,LT114,Oi/Oe,5188.02,147.48,702.1,20.35,77.26,3.71,21.09,1249.25,0.64,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,L,LT163,Min,760.02,14.94,76.31,0.19,1.31,0.73,0.82,19.92,0.18,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,L,LT168,Min,250.53,9.87,51.88,0.57,1.93,1.09,1.13,21.82,0.23,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,L,LT172,Min,385.08,14.3,103.19,1.4,1.18,0.92,1.49,28.71,0.25,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,L,LT174,Min,679.09,17.67,53.82,2.39,4.07,0.56,0.42,24.63,0.26,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,L,LT163,Oa/A,3838.24,46.25,433.79,0.29,4,3.83,6.32,-9999.99,0.64,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,L,LT168,Oa/A,5109.05,107.94,534.91,20.52,37.55,9.57,7.85,1403.08,0.84,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,L,LT172,Oa/A,2586.94,79.23,492.66,10.66,6.66,9.5,12.69,674.65,0.72,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,L,LT174,Oa/A,2060.75,42.73,546.77,42.9,9.64,3.81,4.33,366.21,0.72,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,L,LT163,Oi/Oe,12221.5,343.51,571.04,0.23,52.07,1.9,7.62,450.31,0.63,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,L,LT168,Oi/Oe,8958.22,399.81,1481.76,19.18,82.09,15.44,78.25,353.22,0.82,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,L,LT172,Oi/Oe,10144.54,231.63,994.2,11.26,77.05,4.44,29.42,467.86,0.74,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,L,LT174,Oi/Oe,5245.54,272.76,641.46,21.27,65.74,-0.21,8.41,1488.35,0.73,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,M,LT142,Min,1018.86,12.84,55.71,3.74,2.78,0.18,0.11,85.12,0.32,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,M,LT147,Min,1224.9,16.43,90.85,3.3,1.69,1.01,1.26,53.83,0.41,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,M,LT152,Min,753.08,9.75,94.39,0.13,3.16,0.81,0.95,62.04,0.32,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,M,LT154,Min,988.96,17.62,26.38,0.37,1.48,0.6,0.75,42.47,0.16,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,M,LT142,Oa/A,2647.65,48.8,100.72,21.91,3.64,0.47,0.55,971.28,0.41,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,M,LT147,Oa/A,6183.65,117.78,311.71,16.01,4.22,6.05,6.16,664.46,0.53,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,M,LT152,Oa/A,2105.69,23.81,100.23,0.06,5.13,2.98,2.99,401.56,0.26,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,M,LT154,Oa/A,5766.79,115.13,125.27,5.69,4.09,1.97,4.06,-9999.99,0.39,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,M,LT142,Oi/Oe,8969.34,273.64,1026.09,37.53,78.31,1.86,35.76,2392.64,0.74,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,M,LT147,Oi/Oe,13543.11,444.67,725.39,40.14,68.74,9.9,34.08,2196.07,0.72,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,M,LT152,Oi/Oe,10506.75,304.41,452.44,0.3,25.41,4.4,28.43,1674.32,0.69,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,M,LT154,Oi/Oe,11196.4,206.74,828.11,0.2,14.12,7.29,37.34,1349.89,0.65,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,U,LT127,Min,1309.46,13.15,54.58,3.06,1.96,-0.3,0.19,78.47,0.44,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,U,LT128,Min,1802.52,25.96,7.06,4.08,4.53,-0.21,-0.54,59.39,0.37,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,U,LT131,Min,287.62,27.26,14.43,3.58,4.83,-0.33,-0.6,134.73,0.35,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,U,LT132,Min,1132.57,17.56,40.69,2.56,3.39,0.01,0.09,73.83,0.33,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,U,LT127,Oa/A,4743.63,75.28,383.64,9.82,7.68,-0.98,-0.53,613.44,0.55,-9999.99
Calcium,1996-10-15,1996,F,BearBrook,U,LT128,Oa/A,3549.17,59.48,141.49,9.57,3.87,1.54,1.53,715.42,0.39,-9999.99
